,site_reference_number,facility_id,hvac_system_id,heating_system_type,heating_system_type_other,primary_heat_fuel,aux_heat,electric_resistance_heat_type,total_hvac_heating_capacity_kbtu,facility_heating_capacity_fraction,facility_heating_capacity_rank,regional_heated_sqft_represented,total_hvac_cooling_capacity_kbtu,facility_cooling_capacity_fraction,facility_cooling_capacity_rank,regional_cooled_sqft_represented,cooling_system_type,cooling_system_type_other,hydronic_heating,hydronic_cooling,hydronic_heating_or_cooling,avg_hours_per_week,airflow_capacity,system_primary_heat,system_primary_cool,primary_ventilation_source,num_identical_units,system_age_years,type_manufacturer,type_model,zone_type,heat_pump_type,component_vent_other,fan_supply_vfd,fan_supply_hp,fan,total_return_exhaust_fan_hp,supply_control_method,ventilation_outside_air,ventilation_exhaust,controls_comm_types,heat_cool_vent,component_heat_exchange,boiler_fuel_type,chiller_type,primary_building_type_facility,detailed_econ,total_building_area,urban_rural,year_constructed,sample_weight_hvac,regional_site_sqft_represented,regional_site_conditioned_sqft_represented
1594,15624,7820,23242,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,160.0,0.20648699999999998,2.0,42544.434160000004,88.0,0.313725,2.0,64639.67518,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,5300.0,Primary,Primary,0,1.0,24.0,Lennox,Gcs169532006y,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,5366,Urban,1995,1.0,206039.2866,206039.2866
1595,15624,7820,23243,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,144.0,0.185838,3.0,38289.92894,90.0,0.320855,1.0,66108.73529,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,24.0,Bryant,580fpv091180aa,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,5366,Urban,1995,1.0,206039.2866,206039.2866
1596,15624,7820,23244,Ductless Mini-Split HP,,NG,,,27.6,0.035619,5.0,7338.913348,22.0,0.078431,5.0,16159.86728,Ductless Mini-Split HP,,0,0,0,168.0,2000.0,Primary,Primary,0,1.0,0.0,Fujitsu,Aou24rlxfw,Single Zone,Ductless Mini-Split HP,,0.0,0.0,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,5366,Urban,1995,1.0,206039.2866,206039.2866
1597,15624,7820,23245,Ductless Mini-Split HP,,NG,,,23.266,0.030025,6.0,6186.329579,22.0,0.078431,4.0,16159.86728,Ductless Mini-Split HP,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,Fujitsu,Kfr24gw,Single Zone,Ductless Mini-Split HP,,0.0,0.0,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Restaurant,Restaurant - Sit Down Restaurant,5366,Urban,1995,1.0,206039.2866,206039.2866
1598,18515,7822,23255,Suspended Unitary Heater,,NG,,,135.0,0.45762700000000006,2.0,1747216.92,0.0,0.0,0.0,0.0,,,0,0,0,60.0,460.0,Primary,,0,3.0,14.0,Trane,,Single Zone,,,0.0,0.5,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,19518,Urban,1984,1.0,3817993.518,3817993.518
1599,18515,7822,23256,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,160.0,0.5423720000000001,1.0,2070772.78,72.0,1.0,1.0,3817993.518,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,60.0,1200.0,Primary,Primary,0,2.0,13.0,York,DCG036,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Fixed-position louvers,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,19518,Urban,1984,1.0,3817993.518,3817993.518
1600,22630,7823,23257,Ductless Mini-Split HP,,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,18.0,0.064748,3.0,9910.387904000001,18.0,0.230769,2.0,35321.71351,Ductless Mini-Split HP,,0,0,0,50.0,500.0,Primary,Primary,0,1.0,3.0,Mirage,CMC 18,Single Zone,Ductless Mini-Split HP,,0.0,0.25,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Warehouse,8850,Urban,1979,1.0,153060.9116,153060.9116
1601,22630,7823,23258,Suspended Unitary Heater,,NG,,,200.0,0.719424,1.0,110115.6933,0.0,0.0,0.0,0.0,,,0,0,0,50.0,1200.0,Primary,,0,2.0,14.0,Reznor,,Single Zone,,,0.0,0.7,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Warehouse,8850,Urban,1979,1.0,153060.9116,153060.9116
1602,22630,7823,23259,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,60.0,0.215827,2.0,33034.67737,60.0,0.76923,1.0,117739.045,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,50.0,2000.0,Primary,Primary,0,1.0,10.0,Carrier,,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Warehouse,8850,Urban,1979,1.0,153060.9116,153060.9116
1603,16229,7825,23260,Room HP (RHP),,Electricity,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Room HP (RHP),,0,0,0,55.0,0.0,Primary,Primary,0,1.0,0.0,Bard,,Single Zone,Room HP (RHP),,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT,V",,Not Applicable,Not Applicable,Other,Other - Other,750,Urban,2007,1.0,4561544.737,362027.3601
1604,16229,7826,23261,Ductless Mini-Split HP,,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,24.02148,0.199087,2.0,836069.316,18.01611,0.1766,2.0,741634.7687,Ductless Mini-Split HP,,0,0,0,55.0,381.0,Primary,Primary,0,2.0,0.0,Daikin,,,Ductless Mini-Split HP,,0.0,0.03,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,8700,Urban,1980,1.0,4561544.737,4199517.377
1605,16229,7826,23262,Ductless Mini-Split HP,,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,Ductless Mini-Split HP,,0,0,0,55.0,568.0,Primary,Primary,0,0.0,0.0,Daikin,,,Ductless Mini-Split HP,,0.0,0.06,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,8700,Urban,1980,1.0,4561544.737,4199517.377
1606,16229,7826,23263,Ductless Mini-Split HP,,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,86.4,0.716074,1.0,3007165.2060000002,72.0,0.70577,1.0,2963893.3789999997,Ductless Mini-Split HP,,0,0,0,55.0,583.0,Primary,Primary,0,4.0,0.0,Daikin,RXS18LVJU,,Ductless Mini-Split HP,,0.0,0.06,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,8700,Urban,1980,1.0,4561544.737,4199517.377
1607,16229,7826,23264,,,,,,0.0,0.0,0.0,0.0,12.0,0.117628,3.0,493980.83,Room AC (RAC),,0,0,0,55.0,265.0,,Supplemental,0,1.0,4.0,LG,LW1216ER,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,,,"C,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,8700,Urban,1980,1.0,4561544.737,4199517.377
1608,16229,7826,23265,Radiant baseboard,,Electricity,,Electric Resistance Heating,10.236426,0.084838,3.0,356278.6552,0.0,0.0,0.0,0.0,,,0,0,0,55.0,0.0,Supplemental,,0,2.0,39.0,Intertherm,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,8700,Urban,1980,1.0,4561544.737,4199517.377
1609,16229,7826,23266,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Other,Evaporative cooler,0,0,0,45.0,14500.0,,Primary,0,1.0,4.0,Portacool LLC,PACHR3600,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,C,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,8700,Urban,1980,1.0,4561544.737,4199517.377
1610,18931,7827,23267,Other,Split system heat pump,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,6.0,0.008625,12.0,58904.43634,60.0,0.07044700000000001,7.0,481117.7771,Other,Split system heat pump,0,0,0,168.0,36000.0,Primary,Primary,0,1.0,0.0,daikin,dz14sa060,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1611,18931,7827,23268,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,20.0,0.0,0.0,0.0,22.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,2.0,0.0,General Electric,BTC060D300AO,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1612,18931,7827,23269,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,17.0,0.0,0.0,0.0,19.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1613,18931,7827,23270,Other,AHU with DX Cooling and Electric Heat,Electricity,,Electric Resistance Heating,51.18213,0.073576,6.0,502487.2821,0.0,0.0,17.0,0.0,Other,AHU with DX Cooling and Electric Heat,0,0,0,168.0,0.0,Primary,Primary,0,1.0,19.0,TRane,TWE060,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1614,18931,7827,23271,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,18.0,0.0,0.0,0.0,20.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1615,18931,7827,23272,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,14.0,0.0,0.0,0.0,15.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,GE,BGTC120b3a,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1616,18931,7827,23273,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,13.0,0.0,0.0,0.0,14.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,,AY90x013,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1617,18931,7827,23274,Other,ducted heat pump,Electricity,,,40.2,0.057789,8.0,394669.9678,40.2,0.047199,9.0,322345.5642,Other,ducted heat pump,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,Lennox,hp26-042,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1618,18931,7827,23275,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,16.0,0.0,0.0,0.0,18.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1619,18931,7827,23276,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,,BWC024,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1620,18931,7827,23277,Rooftop Unit HP (RTU-HP),,Electricity,,,33.2,0.047726,10.0,325944.7106,35.0,0.041094,11.0,280651.4675,Rooftop Unit HP (RTU-HP),,0,0,0,168.0,1325.0,Primary,Primary,0,1.0,0.0,TRane,WCC 036,Single Zone,Rooftop Unit HP (RTU-HP),,1.0,0.5,"Condenser,Supply",0.0,,Louvers (unknown if motorized/economizer),Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1621,18931,7827,23278,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,19.0,0.0,0.0,0.0,21.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,Gneral Electric,BTR 060,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1622,18931,7827,23279,Rooftop Unit HP (RTU-HP),,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,171.0,0.24581999999999998,1.0,1678827.657,132.0,0.15498399999999998,2.0,1058463.207,Rooftop Unit HP (RTU-HP),,0,0,0,168.0,1800.0,Primary,Primary,0,3.0,4.0,daikin,dsh 060,Single Zone,Rooftop Unit HP (RTU-HP),,0.0,1.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Fixed position open louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1623,18931,7827,23280,Rooftop Unit HP (RTU-HP),,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,70.0,0.100628,3.0,687238.9125,72.0,0.084536,4.0,577338.6007,Rooftop Unit HP (RTU-HP),,0,0,0,168.0,1200.0,Primary,Primary,0,2.0,18.0,TRane,WCC 036,Single Zone,Rooftop Unit HP (RTU-HP),,1.0,0.6,"Condenser,Supply",0.0,,Fixed-position louvers,Fixed position open louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1624,18931,7827,23281,,,,,,0.0,0.0,0.0,0.0,60.0,0.07044700000000001,6.0,481117.7771,Other,heat pump with AHU,0,0,0,168.0,0.0,,Primary,0,1.0,5.0,lennox,lps12dc-060,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,C,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1625,18931,7827,23282,Rooftop Unit AC (RTU-AC) w/heat,,Electricity,,Electric Resistance Heating,52.546987,0.075538,5.0,515886.7609,162.0,0.190207,1.0,1299018.6809999999,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,2.0,0.0,lennox,cha16-953,Single Zone,,,0.0,2.3,"Condenser,Supply",0.0,,Louvers (unknown if motorized/economizer),Fixed position passive louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1626,18931,7827,23283,Other,heat pump with AHU,Electricity,,,60.0,0.086252,4.0,589058.0224,60.0,0.07044700000000001,5.0,481117.7771,Other,heat pump with AHU,0,0,0,168.0,0.0,Primary,Primary,0,1.0,24.0,Trane,XL1200 TTX060,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1627,18931,7827,23284,,,,,,0.0,0.0,0.0,0.0,18.0,0.021134,13.0,144334.6502,AHU with DX coil,,0,0,0,168.0,0.0,,Primary,0,1.0,0.0,fujitsu,acu18cl,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,C,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1628,18931,7827,23285,Ductless Mini-Split HP,,Electricity,,,22.0,0.031626,11.0,215989.7628,22.0,0.025830000000000002,12.0,176405.9815,Ductless Mini-Split HP,,0,0,0,168.0,745.0,Primary,Primary,0,1.0,2.0,daikin,rxn24nmvju,Single Zone,Ductless Mini-Split HP,,1.0,0.03,"Condenser,Supply",0.0,,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1629,18931,7827,23286,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,108.0,0.155255,2.0,1060314.002,108.0,0.126805,3.0,866014.7305,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,1250.0,Primary,Primary,0,3.0,7.0,daikin,dsg 036,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,,Louvers (unknown if motorized/economizer),Fixed position open louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1630,18931,7827,23287,Other,heatpump with ahu,Electricity,,,36.0,0.051751,9.0,353433.4476,36.0,0.042268,10.0,288669.3003,Other,heatpump with ahu,0,0,0,168.0,0.0,Primary,Primary,0,1.0,0.0,goodman,gsz14036,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1631,18931,7827,23288,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,45.5,0.06540800000000001,7.0,446703.9272,46.5,0.054596000000000006,8.0,372863.3747,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,1600.0,Primary,Primary,0,1.0,7.0,daikin,dsh 48,Single Zone,,,1.0,1.0,"Condenser,Supply",0.0,,Louvers (unknown if motorized/economizer),Fixed position open louvers,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Office,50000,Urban,1978,1.0,6829499.866,6829499.866
1632,14980,7832,23297,Suspended Unitary Heater,,NG,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,161.5,0.0,Primary,,0,1.0,0.0,Lennox,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1633,14980,7832,23298,Suspended Unitary Heater,,NG,,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,161.5,0.0,Primary,,0,3.0,0.0,Reznor,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1634,14980,7832,23299,Suspended Unitary Heater,,NG,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,161.5,0.0,Primary,,0,4.0,0.0,Hot Zone,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1635,14980,7832,23300,Suspended Unitary Heater,,NG,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,161.5,0.0,Primary,,0,6.0,0.0,Hot Zone,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1636,14980,7832,23301,Suspended Unitary Heater,,NG,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,161.5,0.0,Primary,,0,1.0,0.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1637,14980,7832,23302,Other,Suspended natural gas radiant (no fans) aisle heater,NG,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,161.5,0.0,Primary,,0,3.0,0.0,Reznor,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1638,14980,7832,23303,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,192.0,0.489795,1.0,1750766.24,99.6,0.50151,1.0,1792641.364,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,161.5,1600.0,Primary,Primary,0,2.0,0.0,Trane,YHC043A4RHA13D0C1A2B40200,Single Zone,,,0.0,1.0,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1639,14980,7832,23304,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,96.0,0.24489699999999998,3.0,875381.3328,38.0,0.191339,3.0,683938.9165,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,161.5,1200.0,Primary,Primary,0,1.0,0.0,Trane,YHC033A4RHA11D0C1A2B40200,Single Zone,,,0.0,1.0,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1640,14980,7832,23305,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,104.0,0.265306,2.0,948333.0539,61.0,0.30715,2.0,1097903.92,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,161.5,2000.0,Primary,Primary,0,1.0,0.0,Trane,YHC063A3RLA11D0C1A2B40200,Single Zone,,,0.0,1.0,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Motorized louvers,,"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1641,14980,7832,23306,Furnace,,NG,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,161.5,0.0,Supplemental,,0,2.0,16.0,Reznor,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,"HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Home Improvement,100036,Urban,2003,1.0,3574487.776,3574487.776
1642,13376,7834,23308,AHU with DX cooling and combustion heating,,NG,,,97.0,1.0,1.0,195586.5154,36.0,1.0,1.0,195586.5154,AHU with DX cooling and combustion heating,,0,0,0,45.0,0.0,Supplemental,Primary,0,1.0,5.0,Carrier,24abb336a340,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - Majority Retail / Service,2775,Urban,1945,1.0,195586.5154,195586.5154
1643,16079,7835,23309,Other,Suspended gas radiant heater,NG,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,55.5,0.0,Primary,,0,1.0,0.0,Reznor,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto Parts,9000,Urban,1993,1.0,5608362.506,2085754.6509999998
1644,16079,7835,23310,Furnace,,NG,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,55.5,0.0,Primary,,0,1.0,0.0,Trane,XE 90,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,"HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto Parts,9000,Urban,1993,1.0,5608362.506,2085754.6509999998
1645,16079,7835,23311,Furnace,,NG,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,55.5,0.0,Primary,,0,1.0,0.0,Trane,,Single Zone,,,0.0,0.0,Supply,0.0,,,,,"HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto Parts,9000,Urban,1993,1.0,5608362.506,2085754.6509999998
1646,16079,7836,23312,Furnace,,NG,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,55.5,0.0,Primary,,0,1.0,0.0,Ruud,Silhouette II,Single Zone,,,1.0,0.0,Supply,0.0,None,,,,"HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto Parts,7600,Urban,1982,1.0,5608362.506,1761303.928
1647,16079,7837,23313,Other,Suspended gas radiant heater,NG,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,55.5,0.0,Primary,,0,2.0,0.0,Reznor,,Single Zone,,,0.0,0.0,,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto Parts,7600,Urban,1982,1.0,5608362.506,1761303.928
1648,16079,7837,23314,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Other,Swamp cooler,0,0,0,55.5,0.0,,Primary,0,1.0,0.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,C,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto Parts,7600,Urban,1982,1.0,5608362.506,1761303.928
1649,16079,7837,23315,Suspended Unitary Heater,,NG,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,55.5,0.0,Primary,,0,1.0,0.0,Reznor,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Auto Parts,7600,Urban,1982,1.0,5608362.506,1761303.928
